#Sample	Not specified
RF-Frequency	Timestamp	Photon Counter1 CH A	Photon Counter1 CH B	Photon Counter1 Ratio
Hz	s since 1904-01-01 12amUTC	counts	counts	a.u.
2800000000.00	3840942253.63	1784555.00000	1786061.00000	0.999156803715
2801000000.00	3840942254.93	1784734.00000	1786003.00000	0.999289474878
2802000000.00	3840942256.22	1776721.00000	1780735.00000	0.997745874597
2803000000.00	3840942257.49	1786816.00000	1789065.00000	0.998742918787
2804000000.00	3840942258.78	1788509.00000	1789809.00000	0.999273665514
2805000000.00	3840942260.06	1781699.00000	1780883.00000	1.00045819967
2806000000.00	3840942261.34	1790480.00000	1788244.00000	1.00125038865
2807000000.00	3840942262.62	1793484.00000	1794029.00000	0.999696214498
2808000000.00	3840942263.90	1792099.00000	1795394.00000	0.998164748239
2809000000.00	3840942265.18	1785819.00000	1787940.00000	0.998813718581
2810000000.00	3840942266.46	1777193.00000	1781999.00000	0.997303028790
2811000000.00	3840942267.75	1786690.00000	1790991.00000	0.997598536229
2812000000.00	3840942269.03	1778522.00000	1782306.00000	0.997876907781
2813000000.00	3840942270.30	1777806.00000	1781749.00000	0.997787005914
2814000000.00	3840942271.58	1785143.00000	1788141.00000	0.998323398434
2815000000.00	3840942272.87	1776656.00000	1781459.00000	0.997303895290
2816000000.00	3840942274.15	1777532.00000	1783124.00000	0.996863930944
2817000000.00	3840942275.43	1778302.00000	1783864.00000	0.996882049304
2818000000.00	3840942276.72	1786532.00000	1787509.00000	0.999453429325
2819000000.00	3840942278.01	1783664.00000	1786434.00000	0.998449424944
2820000000.00	3840942279.29	1784396.00000	1787134.00000	0.998467938051
2821000000.00	3840942280.57	1786232.00000	1787013.00000	0.999562957852
2822000000.00	3840942281.84	1786737.00000	1788467.00000	0.999032691126
2823000000.00	3840942283.12	1788563.00000	1790628.00000	0.998846773311
2824000000.00	3840942284.40	1789402.00000	1790775.00000	0.999233292848
2825000000.00	3840942285.68	1782345.00000	1788604.00000	0.996500622832
2826000000.00	3840942286.96	1777246.00000	1778723.00000	0.999169628998
2827000000.00	3840942288.24	1789746.00000	1788700.00000	1.00058478224
2828000000.00	3840942289.53	1794554.00000	1798267.00000	0.997935234312
2829000000.00	3840942290.81	1789740.00000	1792737.00000	0.998328254507
2830000000.00	3840942292.10	1778196.00000	1779908.00000	0.999038152534
2831000000.00	3840942293.38	1785276.00000	1787769.00000	0.998605524539
2832000000.00	3840942294.67	1787663.00000	1789220.00000	0.999129788399
2833000000.00	3840942295.95	1782854.00000	1785344.00000	0.998605310797
2834000000.00	3840942297.23	1791473.00000	1790646.00000	1.00046184450
2835000000.00	3840942298.52	1789992.00000	1788692.00000	1.00072678807
2836000000.00	3840942299.80	1784684.00000	1785882.00000	0.999329183003
2837000000.00	3840942301.07	1785433.00000	1788452.00000	0.998311947986
2838000000.00	3840942302.36	1785324.00000	1788259.00000	0.998358738863
2839000000.00	3840942303.65	1781996.00000	1787475.00000	0.996934782305
2840000000.00	3840942304.93	1780992.00000	1786390.00000	0.996978263425
2841000000.00	3840942306.21	1781374.00000	1785225.00000	0.997842848941
2842000000.00	3840942307.49	1778976.00000	1786511.00000	0.995782281777
2843000000.00	3840942308.78	1783258.00000	1792227.00000	0.994995611605
2844000000.00	3840942310.06	1788850.00000	1792800.00000	0.997796742526
2845000000.00	3840942311.35	1784686.00000	1795299.00000	0.994088449891
2846000000.00	3840942312.63	1780917.00000	1786717.00000	0.996753822793
2847000000.00	3840942313.92	1783355.00000	1794069.00000	0.994028100368
2848000000.00	3840942315.20	1784695.00000	1792135.00000	0.995848527036
2849000000.00	3840942316.49	1784979.00000	1794734.00000	0.994564654149
2850000000.00	3840942317.77	1780690.00000	1792825.00000	0.993231352753
2851000000.00	3840942319.05	1779880.00000	1798004.00000	0.989919933437
2852000000.00	3840942320.33	1775756.00000	1792373.00000	0.990729050259
2853000000.00	3840942321.62	1771487.00000	1790756.00000	0.989239740087
