#Sample	Not specified
RF-Frequency	Timestamp	Photon Counter1 CH A	Photon Counter1 CH B	Photon Counter1 Ratio
Hz	s since 1904-01-01 12amUTC	counts	counts	a.u.
2750000000.00	3840945972.73	1830462.00000	1833570.00000	0.998304946089
2751000000.00	3840945974.02	1830487.00000	1830884.00000	0.999783164854
2752000000.00	3840945975.31	1841837.00000	1842047.00000	0.999885996394
2753000000.00	3840945976.58	1831186.00000	1831194.00000	0.999995631266
2754000000.00	3840945977.86	1823924.00000	1826084.00000	0.998817140942
2755000000.00	3840945979.14	1824688.00000	1827066.00000	0.998698459716
2756000000.00	3840945980.42	1823968.00000	1822355.00000	1.00088511843
2757000000.00	3840945981.70	1817441.00000	1817927.00000	0.999732662533
2758000000.00	3840945982.98	1822370.00000	1823164.00000	0.999564493375
2759000000.00	3840945984.26	1830772.00000	1828942.00000	1.00100057848
2760000000.00	3840945985.54	1825916.00000	1826962.00000	0.999427464830
2761000000.00	3840945986.82	1824150.00000	1824984.00000	0.999543009692
2762000000.00	3840945988.10	1822581.00000	1825515.00000	0.998392782311
2763000000.00	3840945989.38	1825874.00000	1829544.00000	0.997994035672
2764000000.00	3840945990.67	1830089.00000	1829435.00000	1.00035748742
2765000000.00	3840945991.95	1827194.00000	1827710.00000	0.999717679501
2766000000.00	3840945993.23	1826989.00000	1831557.00000	0.997505947126
2767000000.00	3840945994.50	1830423.00000	1830389.00000	1.00001857529
2768000000.00	3840945995.78	1829184.00000	1833014.00000	0.997910545146
2769000000.00	3840945997.06	1831118.00000	1831474.00000	0.999805621046
2770000000.00	3840945998.34	1826268.00000	1827808.00000	0.999157460740
2771000000.00	3840945999.62	1821648.00000	1826923.00000	0.997112631457
2772000000.00	3840946000.90	1822059.00000	1822909.00000	0.999533712325
2773000000.00	3840946002.18	1821009.00000	1823973.00000	0.998374975945
2774000000.00	3840946003.46	1828826.00000	1828207.00000	1.00033858310
2775000000.00	3840946004.74	1822457.00000	1825418.00000	0.998377905773
2776000000.00	3840946006.02	1832720.00000	1830778.00000	1.00106075122
2777000000.00	3840946007.30	1821926.00000	1824660.00000	0.998501638661
2778000000.00	3840946008.58	1821707.00000	1824964.00000	0.998215307261
2779000000.00	3840946009.86	1824535.00000	1824402.00000	1.00007290060
2780000000.00	3840946011.15	1827285.00000	1830142.00000	0.998438918947
2781000000.00	3840946012.43	1825852.00000	1829266.00000	0.998133677661
2782000000.00	3840946013.71	1821235.00000	1823622.00000	0.998691066460
2783000000.00	3840946014.99	1819089.00000	1820652.00000	0.999141516336
2784000000.00	3840946016.27	1824574.00000	1827554.00000	0.998369405227
2785000000.00	3840946017.55	1828468.00000	1831740.00000	0.998213720288
2786000000.00	3840946018.83	1823769.00000	1823625.00000	1.00007896360
2787000000.00	3840946020.11	1823512.00000	1824554.00000	0.999428901529
2788000000.00	3840946021.39	1838531.00000	1838358.00000	1.00009410572
2789000000.00	3840946022.67	1827687.00000	1827211.00000	1.00026050631
2790000000.00	3840946023.96	1830765.00000	1828529.00000	1.00122284087
2791000000.00	3840946025.24	1828777.00000	1832940.00000	0.997728785449
2792000000.00	3840946026.52	1831820.00000	1832703.00000	0.999518197984
2793000000.00	3840946027.80	1821485.00000	1823585.00000	0.998848422201
2794000000.00	3840946029.08	1817634.00000	1820432.00000	0.998463002188
2795000000.00	3840946030.36	1831746.00000	1832480.00000	0.999599449926
2796000000.00	3840946031.64	1828851.00000	1830715.00000	0.998981818579
2797000000.00	3840946032.93	1824629.00000	1826688.00000	0.998872823383
2798000000.00	3840946034.21	1831843.00000	1829732.00000	1.00115372087
2799000000.00	3840946035.49	1838031.00000	1838851.00000	0.999554069362
2800000000.00	3840946036.78	1830171.00000	1831600.00000	0.999219807818
2801000000.00	3840946038.06	1817580.00000	1821767.00000	0.997701681938
2802000000.00	3840946039.34	1831017.00000	1834839.00000	0.997916983452
2803000000.00	3840946040.63	1815038.00000	1815056.00000	0.999990082951
2804000000.00	3840946041.92	1826953.00000	1829758.00000	0.998467010392
2805000000.00	3840946043.21	1829128.00000	1833592.00000	0.997565434404
2806000000.00	3840946044.49	1828052.00000	1832089.00000	0.997796504427
2807000000.00	3840946045.77	1819311.00000	1822765.00000	0.998105076628
2808000000.00	3840946047.05	1812438.00000	1815174.00000	0.998492706484
2809000000.00	3840946048.34	1820900.00000	1830564.00000	0.994720752730
2810000000.00	3840946049.62	1825582.00000	1828936.00000	0.998166146874
2811000000.00	3840946050.90	1820017.00000	1823224.00000	0.998241027981
2812000000.00	3840946052.18	1829023.00000	1837539.00000	0.995365540541
2813000000.00	3840946053.46	1821529.00000	1828511.00000	0.996181592564
2814000000.00	3840946054.74	1821962.00000	1833429.00000	0.993745599093
2815000000.00	3840946056.02	1812543.00000	1824338.00000	0.993534641059
2816000000.00	3840946057.30	1815293.00000	1831714.00000	0.991035172521
2817000000.00	3840946058.58	1803889.00000	1823900.00000	0.989028455507
2818000000.00	3840946059.87	1811888.00000	1833887.00000	0.988004168196
2819000000.00	3840946061.15	1800952.00000	1824531.00000	0.987076678884
2820000000.00	3840946062.43	1800508.00000	1824156.00000	0.987036196466
2821000000.00	3840946063.72	1802757.00000	1822230.00000	0.989313643173
2822000000.00	3840946065.00	1808826.00000	1830026.00000	0.988415465135
2823000000.00	3840946066.29	1804111.00000	1825882.00000	0.988076447437
2824000000.00	3840946067.57	1812145.00000	1828791.00000	0.990897811724
2825000000.00	3840946068.85	1808993.00000	1821864.00000	0.992935257516
2826000000.00	3840946070.13	1821286.00000	1833963.00000	0.993087646806
2827000000.00	3840946071.41	1825553.00000	1834745.00000	0.994990039488
2828000000.00	3840946072.69	1820449.00000	1829870.00000	0.994851546831
2829000000.00	3840946073.97	1837073.00000	1840012.00000	0.998402727808
2830000000.00	3840946075.25	1821322.00000	1827676.00000	0.996523453829
2831000000.00	3840946076.53	1821178.00000	1830593.00000	0.994856857860
2832000000.00	3840946077.81	1818290.00000	1822617.00000	0.997625941160
2833000000.00	3840946079.09	1828348.00000	1833385.00000	0.997252622881
2834000000.00	3840946080.36	1819210.00000	1826179.00000	0.996183835210
2835000000.00	3840946081.64	1823497.00000	1825657.00000	0.998816864285
2836000000.00	3840946082.92	1820847.00000	1824317.00000	0.998097918289
2837000000.00	3840946084.21	1827408.00000	1830484.00000	0.998319570125
2838000000.00	3840946085.50	1822557.00000	1831276.00000	0.995238838930
2839000000.00	3840946086.78	1811245.00000	1815532.00000	0.997638708654
2840000000.00	3840946088.06	1810909.00000	1818986.00000	0.995559613983
2841000000.00	3840946089.35	1811185.00000	1821220.00000	0.994489957281
2842000000.00	3840946090.63	1815649.00000	1823341.00000	0.995781370572
2843000000.00	3840946091.91	1809111.00000	1820557.00000	0.993712913136
2844000000.00	3840946093.19	1818698.00000	1831454.00000	0.993035042103
2845000000.00	3840946094.47	1817724.00000	1831030.00000	0.992733051889
2846000000.00	3840946095.76	1816106.00000	1826625.00000	0.994241292000
2847000000.00	3840946097.05	1812004.00000	1828673.00000	0.990884646954
2848000000.00	3840946098.33	1808674.00000	1823501.00000	0.991868937829
2849000000.00	3840946099.61	1805668.00000	1821125.00000	0.991512389320
2850000000.00	3840946100.89	1801544.00000	1823148.00000	0.988150166635
2851000000.00	3840946102.18	1806842.00000	1828860.00000	0.987960806185
2852000000.00	3840946103.46	1798032.00000	1829237.00000	0.982940974844
2853000000.00	3840946104.74	1799285.00000	1828135.00000	0.984218889743
2854000000.00	3840946106.02	1799020.00000	1832400.00000	0.981783453394
2855000000.00	3840946107.30	1794930.00000	1827480.00000	0.982188587563
