#Sample	Not specified
RF-Frequency	Timestamp	Photon Counter1 CH A	Photon Counter1 CH B	Photon Counter1 Ratio
Hz	s since 1904-01-01 12amUTC	counts	counts	a.u.
2750000000.00	3840946704.79	1787916.00000	1789587.00000	0.999066265010
2751000000.00	3840946706.07	1792154.00000	1794588.00000	0.998643699835
2752000000.00	3840946707.35	1787048.00000	1790345.00000	0.998158455493
2753000000.00	3840946708.63	1794644.00000	1796106.00000	0.999186016861
2754000000.00	3840946709.91	1792091.00000	1790244.00000	1.00103170294
2755000000.00	3840946711.19	1792564.00000	1793826.00000	0.999296475801
2756000000.00	3840946712.47	1796105.00000	1799979.00000	0.997847752668
2757000000.00	3840946713.76	1795146.00000	1797407.00000	0.998742076781
2758000000.00	3840946715.04	1795226.00000	1794845.00000	1.00021227460
2759000000.00	3840946716.33	1797663.00000	1802796.00000	0.997152756052
2760000000.00	3840946717.61	1798415.00000	1801611.00000	0.998226032146
2761000000.00	3840946718.89	1801475.00000	1802219.00000	0.999587175587
2762000000.00	3840946720.17	1803337.00000	1807866.00000	0.997494836454
2763000000.00	3840946721.46	1799059.00000	1798164.00000	1.00049772991
2764000000.00	3840946722.74	1788204.00000	1789277.00000	0.999400316441
2765000000.00	3840946724.01	1804544.00000	1805143.00000	0.999668170333
2766000000.00	3840946725.31	1794258.00000	1798679.00000	0.997542085052
2767000000.00	3840946726.59	1801235.00000	1800126.00000	1.00061606799
2768000000.00	3840946727.86	1794929.00000	1798294.00000	0.998128782057
2769000000.00	3840946729.15	1797245.00000	1797826.00000	0.999676831907
2770000000.00	3840946730.43	1803940.00000	1803905.00000	1.00001940235
2771000000.00	3840946731.70	1791319.00000	1790889.00000	1.00024010422
2772000000.00	3840946732.99	1794536.00000	1795762.00000	0.999317281466
2773000000.00	3840946734.27	1790443.00000	1792432.00000	0.998890334473
2774000000.00	3840946735.56	1793905.00000	1794037.00000	0.999926422922
2775000000.00	3840946736.85	1788535.00000	1790797.00000	0.998736875257
2776000000.00	3840946738.13	1794796.00000	1793569.00000	1.00068411084
2777000000.00	3840946739.41	1800092.00000	1803095.00000	0.998334530349
2778000000.00	3840946740.69	1781090.00000	1783810.00000	0.998475173925
2779000000.00	3840946741.97	1788295.00000	1790503.00000	0.998766826975
2780000000.00	3840946743.25	1787973.00000	1786898.00000	1.00060160121
2781000000.00	3840946744.53	1793825.00000	1792451.00000	1.00076654815
2782000000.00	3840946745.82	1788293.00000	1790433.00000	0.998804758402
2783000000.00	3840946747.10	1778369.00000	1779402.00000	0.999419467889
2784000000.00	3840946748.38	1789215.00000	1791475.00000	0.998738469697
2785000000.00	3840946749.66	1795148.00000	1796289.00000	0.999364801544
2786000000.00	3840946750.95	1794983.00000	1795997.00000	0.999435411084
2787000000.00	3840946752.24	1797136.00000	1800354.00000	0.998212573749
2788000000.00	3840946753.52	1791529.00000	1793406.00000	0.998953388134
2789000000.00	3840946754.80	1796322.00000	1799180.00000	0.998411498572
2790000000.00	3840946756.08	1792950.00000	1796849.00000	0.997830090341
2791000000.00	3840946757.36	1797531.00000	1798651.00000	0.999377311107
2792000000.00	3840946758.65	1796745.00000	1797099.00000	0.999803015861
2793000000.00	3840946759.93	1793912.00000	1797361.00000	0.998081075532
2794000000.00	3840946761.21	1793949.00000	1796015.00000	0.998849675532
2795000000.00	3840946762.49	1797019.00000	1800056.00000	0.998312830268
2796000000.00	3840946763.77	1793550.00000	1793343.00000	1.00011542689
2797000000.00	3840946765.07	1794799.00000	1794415.00000	1.00021399732
