Versuchsteilnehmer 1: SanC
Versuchsteilnehmer 2: TalH
Versuch: Supraleitung
Startzeit: 19.03.2026 14:15:04
Stoppzeit: 19.03.2026 14:18:05
Probennummer: 
Gatespannung: 
Sweeprate: 
Strom: 
Magnetfeld: 
Temperatur: 
Bemerkung: 
Kommentar: 

Zeit/s          	U_AB [V]          	U_M [V]          	U_Sn [V]          	U_Spule [V]
102,000000000000	0,023089243000	0,115102190000	0,000180199000	0,000108515000
103,000000000000	0,023084147000	0,115168730000	0,000179854000	0,000107903000
104,000000000000	0,023077263000	0,115210560000	0,000179613000	0,000107757000
105,000000000000	0,023079117000	0,115235260000	0,000179477000	0,000107280000
106,000000000000	0,023070195000	0,115293210000	0,000179236000	0,000106917000
107,000000000000	0,023070032000	0,115327300000	0,000179477000	0,000106844000
108,000000000000	0,023066636000	0,115388120000	0,000179184000	0,000106097000
109,000000000000	0,023063622000	0,115415060000	0,000178995000	0,000105796000
110,000000000000	0,023057215000	0,115461180000	0,000179697000	0,000105080000
111,000000000000	0,023053648000	0,115535670000	0,000179404000	0,000104707000
112,000000000000	0,023052738000	0,115571800000	0,000178713000	0,000104240000
113,000000000000	0,023049312000	0,115575060000	0,000178975000	0,000104167000
114,000000000000	0,023045550000	0,115612200000	0,000178713000	0,000103669000
115,000000000000	0,023038048000	0,115679350000	0,000179393000	0,000103202000
116,000000000000	0,023035988000	0,115721180000	0,000178702000	0,000102974000
117,000000000000	0,023034872000	0,115740770000	0,000179006000	0,000102569000
118,000000000000	0,023032725000	0,115755260000	0,000179079000	0,000102102000
119,000000000000	0,023028866000	0,115783430000	0,000178462000	0,000101646000
120,000000000000	0,023026069000	0,115868730000	0,000178671000	0,000101459000
121,000000000000	0,023021591000	0,115892200000	0,000178462000	0,000100940000
122,000000000000	0,023021060000	0,115912610000	0,000178043000	0,000100214000
123,000000000000	0,023020410000	0,115950160000	0,000178671000	0,000099913000
124,000000000000	0,023016464000	0,115955470000	0,000178587000	0,000099840000
125,001000000000	0,023014794000	0,116002820000	0,000178681000	0,000099155000
126,000000000000	0,023012311000	0,116021590000	0,000178210000	0,000098657000
127,000000000000	0,023005677000	0,116056690000	0,000178305000	0,000098439000
128,000000000000	0,023007129000	0,116088120000	0,000177928000	0,000098066000
129,000000000000	0,023001806000	0,116110980000	0,000178388000	0,000097620000
130,000000000000	0,023001362000	0,116094240000	0,000178325000	0,000097194000
131,000000000000	0,022998652000	0,116120160000	0,000178085000	0,000096987000
132,000000000000	0,022998901000	0,116150160000	0,000177666000	0,000096582000
133,000000000000	0,022995605000	0,116205470000	0,000178043000	0,000095877000
134,000000000000	0,022989025000	0,116228940000	0,000177404000	0,000095544000
135,000000000000	0,022989762000	0,116265470000	0,000177886000	0,000095140000
136,000000000000	0,022985046000	0,116283220000	0,000177331000	0,000094766000
137,000000000000	0,022986857000	0,116295470000	0,000177111000	0,000094496000
138,000000000000	0,022985751000	0,116290370000	0,000176431000	0,000094227000
139,000000000000	0,022979474000	0,116281390000	0,000175279000	0,000093417000
140,000000000000	0,022980905000	0,116337920000	0,000175091000	0,000093127000
141,000000000000	0,022978813000	0,116355060000	0,000173635000	0,000092733000
142,000000000000	0,022978661000	0,116402410000	0,000173834000	0,000092411000
143,000000000000	0,022972655000	0,116445470000	0,000173175000	0,000092027000
144,000000000000	0,022970530000	0,116468730000	0,000171468000	0,000091643000
145,000000000000	0,022973023000	0,116466900000	0,000159377000	0,000091259000
146,000000000000	0,022973392000	0,116450980000	0,000152656000	0,000090865000
147,000000000000	0,022971961000	0,116471180000	0,000152876000	0,000090367000
148,000000000000	0,022969121000	0,116557300000	0,000152384000	0,000090076000
149,000000000000	0,022964557000	0,116631790000	0,000144574000	0,000089651000
150,000000000000	0,022960936000	0,116614650000	0,000142847000	0,000089329000
151,000000000000	0,022963212000	0,116612000000	0,000135644000	0,000088790000
152,000000000000	0,022957521000	0,116638730000	0,000133624000	0,000088354000
153,000000000000	0,022958171000	0,116683630000	0,000133540000	0,000087918000
154,000000000000	0,022954778000	0,116741390000	0,000118779000	0,000087607000
155,000000000000	0,022953607000	0,116709960000	0,000112205000	0,000086662000
156,000000000000	0,022959277000	0,116730370000	0,000093319000	0,000086611000
157,000000000000	0,022955331000	0,116761390000	0,000093633000	0,000086351000
158,001000000000	0,022950593000	0,116759750000	0,000093486000	0,000086112000
159,001000000000	0,022950290000	0,116821390000	0,000093308000	0,000085646000
160,000000000000	0,022946972000	0,116866280000	0,000081049000	0,000085023000
161,001000000000	0,022943492000	0,116880980000	0,000080767000	0,000084535000
162,000000000000	0,022943254000	0,116896900000	0,000080683000	0,000084172000
163,000000000000	0,022946701000	0,116875260000	0,000081070000	0,000083923000
164,000000000000	0,022940327000	0,116904850000	0,000081636000	0,000083456000
165,000000000000	0,022936760000	0,116943830000	0,000080578000	0,000083010000
166,000000000000	0,022931741000	0,116996080000	0,000080725000	0,000082595000
167,000000000000	0,022933259000	0,116967710000	0,000080641000	0,000082367000
168,000000000000	0,022931199000	0,117044850000	0,000080400000	0,000081817000
169,000000000000	0,022925279000	0,117100980000	0,000080882000	0,000081308000
170,000000000000	0,022924521000	0,117091790000	0,000080851000	0,000081173000
171,000000000000	0,022925973000	0,117048120000	0,000081060000	0,000080675000
172,000000000000	0,022931600000	0,117060160000	0,000081416000	0,000080312000
173,000000000000	0,022923057000	0,117098730000	0,000080212000	0,000080011000
174,000000000000	0,022920336000	0,117171180000	0,000080432000	0,000079389000
175,000000000000	0,022913972000	0,117195260000	0,000079971000	0,000080022000
176,000000000000	0,022914840000	0,117239960000	0,000080327000	0,000080136000
177,000000000000	0,022916173000	0,117196900000	0,000080966000	0,000080717000
178,000000000000	0,022911013000	0,117180360000	0,000080526000	0,000081381000
179,000000000000	0,022917116000	0,117182000000	0,000080913000	0,000081630000
180,000000000000	0,022915869000	0,117199550000	0,000080222000	0,000081931000
