#Sample	Not specified
RF-Frequency	Timestamp	Photon Counter1 CH A	Photon Counter1 CH B	Photon Counter1 Ratio
Hz	s since 1904-01-01 12amUTC	counts	counts	a.u.
2750000000.00	3840963636.95	1481809.00000	1483659.00000	0.998753082750
2751000000.00	3840963638.23	1496458.00000	1494547.00000	1.00127864831
2752000000.00	3840963639.50	1503727.00000	1503632.00000	1.00006318035
2753000000.00	3840963640.79	1494838.00000	1496802.00000	0.998687869204
2754000000.00	3840963642.07	1485758.00000	1486448.00000	0.999535806163
2755000000.00	3840963643.35	1499083.00000	1501403.00000	0.998454778630
2756000000.00	3840963644.63	1498229.00000	1496189.00000	1.00136346411
2757000000.00	3840963645.91	1487788.00000	1488368.00000	0.999610311428
2758000000.00	3840963647.19	1486947.00000	1484944.00000	1.00134887242
2759000000.00	3840963648.47	1485164.00000	1485013.00000	1.00010168261
2760000000.00	3840963649.75	1497268.00000	1497048.00000	1.00014695588
2761000000.00	3840963651.04	1491754.00000	1491019.00000	1.00049295146
2762000000.00	3840963652.32	1495926.00000	1492806.00000	1.00209002375
2763000000.00	3840963653.60	1490932.00000	1491571.00000	0.999571592636
2764000000.00	3840963654.88	1496260.00000	1495394.00000	1.00057911159
2765000000.00	3840963656.16	1507419.00000	1507407.00000	1.00000796069
2766000000.00	3840963657.44	1495351.00000	1495313.00000	1.00002541274
2767000000.00	3840963658.72	1505346.00000	1504160.00000	1.00078847995
2768000000.00	3840963660.00	1489486.00000	1491538.00000	0.998624238873
2769000000.00	3840963661.27	1489916.00000	1487259.00000	1.00178650793
2770000000.00	3840963662.55	1479695.00000	1479664.00000	1.00002095070
2771000000.00	3840963663.84	1476390.00000	1479182.00000	0.998112470271
2772000000.00	3840963665.12	1492495.00000	1493256.00000	0.999490375394
2773000000.00	3840963666.40	1487286.00000	1485585.00000	1.00114500348
2774000000.00	3840963667.68	1494987.00000	1492030.00000	1.00198186364
2775000000.00	3840963668.97	1488121.00000	1488616.00000	0.999667476367
