#Sample	Not specified
RF-Frequency	Timestamp	Photon Counter1 CH A	Photon Counter1 CH B	Photon Counter1 Ratio
Hz	s since 1904-01-01 12amUTC	counts	counts	a.u.
2750000000.00	3840962594.58	1536880.00000	1537082.00000	0.999868582158
2751000000.00	3840962595.87	1539656.00000	1543035.00000	0.997810159847
2752000000.00	3840962597.15	1535459.00000	1534953.00000	1.00032965179
2753000000.00	3840962598.43	1518278.00000	1518269.00000	1.00000592780
2754000000.00	3840962599.72	1542505.00000	1543437.00000	0.999396152872
2755000000.00	3840962601.00	1541349.00000	1542205.00000	0.999444950574
2756000000.00	3840962602.28	1553578.00000	1555379.00000	0.998842082862
2757000000.00	3840962603.56	1536732.00000	1538653.00000	0.998751505375
2758000000.00	3840962604.84	1548342.00000	1549418.00000	0.999305545695
2759000000.00	3840962606.12	1551841.00000	1555615.00000	0.997573949853
2760000000.00	3840962607.40	1538871.00000	1540825.00000	0.998731848198
2761000000.00	3840962608.67	1547881.00000	1547712.00000	1.00010919344
2762000000.00	3840962609.96	1552510.00000	1551665.00000	1.00054457631
2763000000.00	3840962611.24	1553117.00000	1552625.00000	1.00031688270
2764000000.00	3840962612.52	1553278.00000	1554833.00000	0.998999892593
2765000000.00	3840962613.80	1549581.00000	1550782.00000	0.999225552012
2766000000.00	3840962615.08	1555249.00000	1557239.00000	0.998722097250
2767000000.00	3840962616.36	1554248.00000	1554582.00000	0.999785151250
2768000000.00	3840962617.65	1552245.00000	1553492.00000	0.999197292294
2769000000.00	3840962618.93	1550384.00000	1550454.00000	0.999954851934
2770000000.00	3840962620.22	1561413.00000	1559526.00000	1.00120998303
2771000000.00	3840962621.50	1553186.00000	1551271.00000	1.00123447160
2772000000.00	3840962622.78	1549268.00000	1549434.00000	0.999892864104
2773000000.00	3840962624.06	1553223.00000	1551519.00000	1.00109827853
2774000000.00	3840962625.34	1552289.00000	1552072.00000	1.00013981310
2775000000.00	3840962626.62	1556650.00000	1555736.00000	1.00058750328
2776000000.00	3840962627.90	1562993.00000	1561242.00000	1.00112154298
2777000000.00	3840962629.18	1553802.00000	1553362.00000	1.00028325658
2778000000.00	3840962630.47	1549489.00000	1552238.00000	0.998229008696
2779000000.00	3840962631.76	1550505.00000	1551942.00000	0.999074063335
2780000000.00	3840962633.04	1545090.00000	1544020.00000	1.00069299620
2781000000.00	3840962634.32	1550656.00000	1551095.00000	0.999716974138
2782000000.00	3840962635.60	1552478.00000	1552983.00000	0.999674819364
2783000000.00	3840962636.88	1551227.00000	1552100.00000	0.999437536241
2784000000.00	3840962638.16	1547356.00000	1547521.00000	0.999893377860
2785000000.00	3840962639.44	1547902.00000	1549048.00000	0.999260190775
2786000000.00	3840962640.72	1550181.00000	1550326.00000	0.999906471284
2787000000.00	3840962642.01	1550488.00000	1551062.00000	0.999629930976
2788000000.00	3840962643.29	1545853.00000	1551139.00000	0.996592181616
2789000000.00	3840962644.56	1552361.00000	1550206.00000	1.00139013783
2790000000.00	3840962645.84	1547961.00000	1552042.00000	0.997370560848
2791000000.00	3840962647.11	1547344.00000	1547371.00000	0.999982551049
2792000000.00	3840962648.39	1548395.00000	1553461.00000	0.996738894636
2793000000.00	3840962649.67	1548932.00000	1551867.00000	0.998108729679
2794000000.00	3840962650.95	1540412.00000	1540454.00000	0.999972735310
2795000000.00	3840962652.23	1538538.00000	1542522.00000	0.997417216740
2796000000.00	3840962653.52	1546024.00000	1549481.00000	0.997768930371
2797000000.00	3840962654.80	1539639.00000	1545172.00000	0.996419168869
2798000000.00	3840962656.08	1533051.00000	1539931.00000	0.995532267355
2799000000.00	3840962657.36	1537564.00000	1542031.00000	0.997103171078
2800000000.00	3840962658.64	1540138.00000	1546900.00000	0.995628676708
2801000000.00	3840962659.92	1538422.00000	1548088.00000	0.993756168900
2802000000.00	3840962661.20	1538680.00000	1548323.00000	0.993771971352
2803000000.00	3840962662.48	1534437.00000	1550205.00000	0.989828442045
2804000000.00	3840962663.76	1531564.00000	1548330.00000	0.989171559035
2805000000.00	3840962665.03	1530803.00000	1545484.00000	0.990500710457
2806000000.00	3840962666.31	1527745.00000	1544481.00000	0.989163997485
2807000000.00	3840962667.59	1533469.00000	1546787.00000	0.991389894019
2808000000.00	3840962668.87	1533612.00000	1549069.00000	0.990021748547
2809000000.00	3840962670.15	1526988.00000	1540893.00000	0.990976011962
2810000000.00	3840962671.43	1534246.00000	1545359.00000	0.992808790708
2811000000.00	3840962672.71	1536265.00000	1545175.00000	0.994233662854
2812000000.00	3840962674.00	1538637.00000	1547350.00000	0.994369082625
2813000000.00	3840962675.28	1535628.00000	1542130.00000	0.995783753639
2814000000.00	3840962676.57	1540022.00000	1546335.00000	0.995917443504
2815000000.00	3840962677.85	1533671.00000	1538941.00000	0.996575567224
2816000000.00	3840962679.13	1536445.00000	1540622.00000	0.997288757398
2817000000.00	3840962680.42	1535240.00000	1538944.00000	0.997593154787
2818000000.00	3840962681.70	1541369.00000	1543359.00000	0.998710604597
2819000000.00	3840962682.98	1541550.00000	1548660.00000	0.995408934175
2820000000.00	3840962684.26	1542122.00000	1546876.00000	0.996926709057
2821000000.00	3840962685.54	1543242.00000	1549428.00000	0.996007558919
2822000000.00	3840962686.81	1540474.00000	1540798.00000	0.999789719353
2823000000.00	3840962688.09	1544024.00000	1546654.00000	0.998299555039
2824000000.00	3840962689.37	1539970.00000	1543189.00000	0.997914059781
2825000000.00	3840962690.65	1536886.00000	1539828.00000	0.998089396998
2826000000.00	3840962691.93	1542484.00000	1545976.00000	0.997741232723
2827000000.00	3840962693.22	1545816.00000	1548174.00000	0.998476915385
2828000000.00	3840962694.51	1555625.00000	1556823.00000	0.999230484133
2829000000.00	3840962695.79	1545290.00000	1548568.00000	0.997883205645
2830000000.00	3840962697.07	1546740.00000	1552762.00000	0.996121749502
2831000000.00	3840962698.36	1544893.00000	1552408.00000	0.995159133424
2832000000.00	3840962699.64	1539222.00000	1548980.00000	0.993700370566
2833000000.00	3840962700.92	1534514.00000	1543835.00000	0.993962437696
2834000000.00	3840962702.20	1530862.00000	1539073.00000	0.994664970408
2835000000.00	3840962703.48	1531516.00000	1547809.00000	0.989473507390
2836000000.00	3840962704.77	1527313.00000	1546286.00000	0.987729954226
2837000000.00	3840962706.05	1528248.00000	1545346.00000	0.988935811139
2838000000.00	3840962707.33	1531763.00000	1552104.00000	0.986894563766
2839000000.00	3840962708.61	1526052.00000	1547849.00000	0.985917877002
2840000000.00	3840962709.89	1528838.00000	1551349.00000	0.985489403094
2841000000.00	3840962711.17	1521340.00000	1541610.00000	0.986851408592
2842000000.00	3840962712.45	1526936.00000	1548371.00000	0.986156418584
2843000000.00	3840962713.73	1529028.00000	1550406.00000	0.986211353671
2844000000.00	3840962715.01	1527642.00000	1549488.00000	0.985901149283
2845000000.00	3840962716.29	1514884.00000	1534572.00000	0.987170364115
2846000000.00	3840962717.57	1521883.00000	1541604.00000	0.987207480001
2847000000.00	3840962718.85	1520260.00000	1541945.00000	0.985936593069
2848000000.00	3840962720.13	1522640.00000	1547199.00000	0.984126799461
2849000000.00	3840962721.41	1521786.00000	1540902.00000	0.987594279195
2850000000.00	3840962722.68	1531011.00000	1551183.00000	0.986995731645
2851000000.00	3840962723.96	1531723.00000	1547788.00000	0.989620671565
2852000000.00	3840962725.24	1531599.00000	1542316.00000	0.993051359125
2853000000.00	3840962726.53	1538031.00000	1546734.00000	0.994373305300
2854000000.00	3840962727.81	1533541.00000	1541328.00000	0.994947863141
2855000000.00	3840962729.09	1533825.00000	1538965.00000	0.996660092985
2856000000.00	3840962730.37	1535133.00000	1539723.00000	0.997018944317
2857000000.00	3840962731.65	1543719.00000	1547907.00000	0.997294411098
2858000000.00	3840962732.93	1550051.00000	1549736.00000	1.00020326043
